#Uses stathead data

Rk,Season,Team,W,W-L%,PtDif,Tot,TotOpp,Cmp,G,W1,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Sk,Yds,Sk%,Y/A,NY/A,AY/A,ANY/A,Y/C,Tot2,TO,Ply,Y/P,TotOpp2,TO,DPly,DY/P
664,2014,NOR,7,.438,-23,6582,6144,456,16,7,9,0,.438,401,424,-23,456,659,203,69.2,4764,33,17,5.0,2.6,97.0,30,188,4.35,7.2,6.91,7.07,6.76,10.4,6582,30,1095,6.01,6144,17,1022,6.01
665,2013,DET,7,.438,19,6274,5546,371,16,7,9,0,.438,395,376,19,371,634,263,58.5,4482,29,19,4.6,3.0,84.2,23,168,3.50,7.1,6.82,6.64,6.40,12.1,6274,34,1102,5.69,5546,22,982,5.65
666,2013,NYG,7,.438,-89,4920,5316,325,16,7,9,0,.438,294,383,-89,325,567,242,57.3,3588,18,29,3.2,5.1,67.6,40,287,6.59,6.3,5.91,4.66,4.35,11.0,4920,44,988,4.98,5316,29,1089,4.88
667,2013,TEN,7,.438,-19,5390,5407,328,16,7,9,0,.438,362,381,-19,328,533,205,61.5,3496,22,16,4.1,3.0,83.6,37,214,6.49,6.6,6.13,6.03,5.64,10.7,5390,25,1032,5.22,5407,25,1027,5.26
668,2013,STL,7,.438,-16,4877,5520,301,16,7,9,0,.438,348,364,-16,301,506,205,59.5,3125,22,11,4.3,2.2,84.8,36,235,6.64,6.2,5.77,6.07,5.66,10.4,4877,21,968,5.04,5520,29,1014,5.44
669,2012,CAR,7,.438,-6,5771,5329,284,16,7,9,0,.438,357,363,-6,284,490,206,58.0,3683,19,12,3.9,2.4,86.5,36,244,6.84,7.5,7.00,7.19,6.70,13.0,5771,22,988,5.84,5329,23,1010,5.28
670,2012,MIA,7,.438,-29,4984,5708,293,16,7,9,0,.438,288,317,-29,293,504,211,58.1,3182,13,13,2.6,2.6,76.7,37,243,6.84,6.3,5.88,5.67,5.28,10.9,4984,26,981,5.08,5708,16,1073,5.32
671,2012,NOR,7,.438,7,6574,7042,423,16,7,9,0,.438,461,454,7,423,671,248,63.0,4997,43,19,6.4,2.8,96.4,26,190,3.73,7.4,7.17,7.45,7.18,11.8,6574,24,1067,6.16,7042,26,1089,6.47
672,2012,STL,7,.469,-49,5264,5482,332,16,7,8,1,.469,299,348,-49,332,557,225,59.6,3550,22,14,3.9,2.5,82.7,35,233,5.91,6.4,6.00,6.03,5.68,10.7,5264,22,1002,5.25,5482,21,1041,5.27
673,2012,SDG,7,.438,0,4756,5223,338,16,7,9,0,.438,350,350,0,338,528,190,64.0,3295,26,15,4.9,2.8,88.5,49,311,8.49,6.2,5.71,5.95,5.44,9.7,4756,26,988,4.81,5223,28,1012,5.16
674,2012,TAM,7,.438,-5,5820,6078,311,16,7,9,0,.438,389,394,-5,311,566,255,54.9,3983,27,17,4.8,3.0,81.8,26,161,4.39,7.0,6.73,6.64,6.35,12.8,5820,23,1008,5.77,6078,26,1031,5.90
675,2011,KAN,7,.438,-126,4973,5333,299,16,7,9,0,.438,212,338,-126,299,500,201,59.8,3080,13,18,2.6,3.6,73.0,34,208,6.37,6.2,5.77,5.06,4.74,10.3,4973,28,1021,4.87,5333,26,991,5.38
676,2011,SEA,7,.438,6,4861,5315,299,16,7,9,0,.438,321,315,6,299,509,210,58.7,3105,15,14,2.9,2.8,77.6,50,339,8.94,6.1,5.55,5.45,4.96,10.4,4861,23,1003,4.85,5315,31,1049,5.07
677,2010,MIA,7,.438,-60,5170,4949,335,16,7,9,0,.438,273,333,-60,335,557,222,60.1,3527,17,21,3.1,3.8,74.8,38,228,6.39,6.3,5.93,5.25,4.91,10.5,5170,31,1040,4.97,4949,19,988,5.01
678,2010,STL,7,.438,-39,4846,5388,354,16,7,9,0,.438,289,328,-39,354,590,236,60.0,3268,18,15,3.1,2.5,76.5,34,244,5.45,5.5,5.24,5.01,4.73,9.2,4846,21,1053,4.60,5388,26,1017,5.30
679,2010,SEA,7,.438,-97,4765,5897,324,16,7,9,0,.438,310,407,-97,324,544,220,59.6,3341,14,20,2.6,3.7,72.1,35,195,6.04,6.1,5.77,5.00,4.70,10.3,4765,31,964,4.94,5897,22,1074,5.49
680,2009,CHI,7,.438,-48,4965,5404,340,16,7,9,0,.438,327,375,-48,340,563,223,60.4,3473,27,27,4.8,4.8,75.6,35,204,5.85,6.2,5.81,4.97,4.68,10.2,4965,34,971,5.11,5404,28,1033,5.23
681,2009,JAX,7,.438,-90,5385,5637,315,16,7,9,0,.438,290,380,-90,315,519,204,60.7,3356,15,10,2.9,1.9,83.2,44,243,7.82,6.5,5.96,6.18,5.69,10.7,5385,23,1010,5.33,5637,25,982,5.74
682,2009,MIA,7,.438,-30,5401,5589,331,16,7,9,0,.438,360,390,-30,331,545,214,60.7,3170,15,19,2.8,3.5,73.3,34,226,5.87,5.8,5.47,4.80,4.52,9.6,5401,29,1088,4.96,5589,21,968,5.77
683,2008,BUF,7,.438,-6,4882,5217,309,16,7,9,0,.438,336,342,-6,309,479,170,64.5,3040,14,15,2.9,3.1,81.3,38,262,7.35,6.3,5.88,5.52,5.12,9.8,4882,30,956,5.11,5217,22,971,5.37
684,2008,SFO,7,.438,-42,4978,5216,309,16,7,9,0,.438,339,381,-42,309,509,200,60.7,3379,21,19,4.1,3.7,81.4,55,345,9.75,6.6,5.99,5.78,5.22,10.9,4978,35,961,5.18,5216,18,1027,5.08
685,2007,BUF,7,.438,-102,4434,5807,263,16,7,9,0,.438,252,354,-102,263,445,182,59.1,2634,12,14,2.7,3.1,73.8,26,208,5.52,5.9,5.59,5.04,4.76,10.0,4434,21,919,4.82,5807,30,1047,5.55
686,2007,CAR,7,.438,-80,4559,5197,285,16,7,9,0,.438,267,347,-80,285,505,220,56.4,2735,19,17,3.8,3.4,71.9,33,206,6.13,5.4,5.08,4.65,4.37,9.6,4559,29,989,4.61,5197,30,1032,5.04
687,2007,CHI,7,.438,-14,4692,5675,327,16,7,9,0,.438,334,348,-14,327,569,242,57.5,3362,18,21,3.2,3.7,72.2,43,339,7.03,5.9,5.49,4.88,4.54,10.3,4692,34,1035,4.53,5675,33,1036,5.48
688,2007,CIN,7,.438,-5,5568,5580,373,16,7,9,0,.438,380,385,-5,373,575,202,64.9,4012,26,20,4.5,3.5,86.7,17,119,2.87,7.0,6.78,6.32,6.14,10.8,5568,30,1008,5.52,5580,35,1011,5.52
689,2007,DEN,7,.438,-89,5541,5376,326,16,7,9,0,.438,320,409,-89,326,515,189,63.3,3584,21,15,4.1,2.9,86.7,32,175,5.85,7.0,6.55,6.46,6.09,11.0,5541,29,976,5.68,5376,30,992,5.42
690,2007,DET,7,.438,-98,5166,6042,368,16,7,9,0,.438,346,444,-98,368,587,219,62.7,3878,19,22,3.2,3.7,79.4,54,338,8.42,6.6,6.05,5.57,5.10,10.5,5166,36,965,5.35,6042,35,1087,5.56
691,2007,NOR,7,.438,-9,5780,5570,440,16,7,9,0,.438,379,388,-9,440,652,212,67.5,4314,28,18,4.3,2.8,89.4,16,109,2.40,6.6,6.46,6.23,6.08,9.8,5780,30,1060,5.45,5570,23,964,5.78
692,2006,ATL,7,.438,-36,5310,5325,222,16,7,9,0,.438,292,328,-36,222,416,194,53.4,2371,21,15,5.0,3.6,75.2,47,311,10.15,5.7,5.12,5.09,4.57,10.7,5310,20,1000,5.31,5325,26,994,5.36
693,2006,BUF,7,.438,-11,4271,5273,268,16,7,9,0,.438,300,311,-11,268,431,163,62.2,2719,19,14,4.4,3.2,84.6,47,332,9.83,6.3,5.69,5.73,5.17,10.1,4271,29,898,4.76,5273,24,1029,5.12
694,2006,SFO,7,.438,-114,4860,5507,257,16,7,9,0,.438,298,412,-114,257,444,187,57.9,2688,16,16,3.6,3.6,74.4,35,202,7.31,6.1,5.61,5.15,4.78,10.5,4860,32,917,5.30,5507,27,1025,5.37
695,2004,CAR,7,.438,16,5225,5382,311,16,7,9,0,.438,355,339,16,311,536,225,58.0,3643,29,15,5.4,2.8,87.0,33,246,5.80,6.8,6.40,6.62,6.24,11.7,5225,26,991,5.27,5382,38,1021,5.27
696,2004,HOU,7,.438,-30,5128,5458,286,16,7,9,0,.438,309,339,-30,286,471,185,60.7,3246,16,14,3.4,3.0,83.0,49,301,9.42,6.9,6.24,6.23,5.65,11.3,5128,25,1001,5.12,5458,30,971,5.62
697,2004,KAN,7,.438,48,6695,6037,370,16,7,9,0,.438,483,435,48,370,561,191,66.0,4406,27,17,4.8,3.0,94.9,32,227,5.40,7.9,7.43,7.45,7.05,11.9,6695,27,1089,6.15,6037,21,960,6.29
698,2003,CHI,7,.438,-63,4380,4947,271,16,7,9,0,.438,283,346,-63,271,515,244,52.6,2617,12,20,2.3,3.9,61.0,43,288,7.71,5.1,4.69,3.80,3.51,9.7,4380,29,1001,4.38,4947,20,992,4.99
699,2003,SFO,7,.438,47,5687,4928,299,16,7,9,0,.438,384,337,47,299,511,212,58.5,3408,25,15,4.9,2.9,84.0,28,158,5.19,6.7,6.32,6.33,6.00,11.4,5687,25,1038,5.48,4928,37,976,5.05
700,2003,TAM,7,.438,37,5453,4466,369,16,7,9,0,.438,301,264,37,369,592,223,62.3,3805,27,22,4.6,3.7,81.5,23,136,3.74,6.4,6.19,5.67,5.46,10.3,5453,31,1036,5.26,4466,33,962,4.64
701,2002,CAR,7,.438,-44,4280,4646,255,16,7,9,0,.438,258,302,-44,255,464,209,55.0,2694,15,22,3.2,4.7,65.7,44,287,8.66,5.8,5.30,4.32,3.94,10.6,4280,40,960,4.46,4646,33,1022,4.55
702,2002,STL,7,.438,-53,5559,5025,408,16,7,9,0,.438,316,369,-53,408,635,227,64.3,4154,24,27,3.8,4.3,79.9,46,326,6.75,6.5,6.10,5.38,5.02,10.2,5559,45,1024,5.43,5025,26,944,5.32
703,2002,BAL,7,.438,-38,4639,5353,262,16,7,9,0,.438,316,354,-38,262,479,217,54.7,2847,20,14,4.2,2.9,76.5,41,271,7.88,5.9,5.48,5.46,5.03,10.9,4639,32,947,4.90,5353,31,1077,4.97
704,2002,SEA,7,.438,-14,5818,5852,361,16,7,9,0,.438,355,369,-14,361,587,226,61.5,4078,19,16,3.2,2.7,83.0,33,179,5.32,6.9,6.58,6.37,6.03,11.3,5818,28,1050,5.54,5852,30,1083,5.40
705,2002,WAS,7,.438,-58,5143,4787,300,16,7,9,0,.438,307,365,-58,300,559,259,53.7,3254,24,20,4.3,3.6,72.5,38,269,6.37,5.8,5.45,5.07,4.75,10.8,5143,40,1039,4.95,4787,26,1006,4.76
706,2001,ATL,7,.438,-86,5070,5845,278,16,7,9,0,.438,291,377,-86,278,485,207,57.3,3308,19,17,3.9,3.5,80.0,64,387,11.66,6.8,6.03,6.03,5.32,11.9,5070,28,988,5.13,5845,30,957,6.11
707,2001,CLE,7,.438,-34,4152,5297,279,16,7,9,0,.438,285,319,-34,279,466,187,59.9,2801,18,21,3.9,4.5,74.3,51,353,9.86,6.0,5.42,4.76,4.29,10.0,4152,33,934,4.45,5297,42,1089,4.86
708,2001,ARI,7,.438,-48,4898,5685,304,16,7,9,0,.438,295,343,-48,304,526,222,57.8,3449,18,14,3.4,2.7,79.5,29,204,5.23,6.6,6.21,6.04,5.73,11.3,4898,27,955,5.13,5685,24,1071,5.31
709,2001,NOR,7,.438,-76,5226,5070,313,16,7,9,0,.438,333,409,-76,313,562,249,55.7,3514,27,22,4.8,3.9,76.7,50,330,8.17,6.3,5.74,5.45,5.01,11.2,5226,35,1031,5.07,5070,30,948,5.35
710,2001,NYG,7,.438,-27,5335,4975,327,16,7,9,0,.438,294,321,-27,327,568,241,57.6,3558,19,16,3.3,2.8,77.1,36,206,5.96,6.3,5.89,5.67,5.33,10.9,5335,29,1028,5.19,4975,28,995,5.00
711,2001,TEN,7,.438,-52,5352,5515,307,16,7,9,0,.438,336,388,-52,307,515,208,59.6,3558,23,17,4.5,3.3,84.2,43,309,7.71,6.9,6.38,6.32,5.83,11.6,5352,28,1026,5.22,5515,24,996,5.54
712,2000,CAR,7,.438,0,4654,5656,340,16,7,9,0,.438,310,310,0,340,566,226,60.1,3468,19,19,3.4,3.4,77.7,69,382,10.87,6.1,5.46,5.29,4.71,10.2,4654,35,998,4.66,5656,38,1005,5.63
713,2000,JAX,7,.438,40,5690,4845,333,16,7,9,0,.438,367,327,40,333,545,212,61.1,3658,22,15,4.0,2.8,85.2,54,289,9.02,6.7,6.11,6.28,5.71,11.0,5690,29,1080,5.27,4845,30,934,5.19
714,2000,KAN,7,.438,1,5614,5280,342,16,7,9,0,.438,355,354,1,342,582,240,58.8,4149,29,15,5.0,2.6,88.5,34,259,5.52,7.1,6.74,6.97,6.58,12.1,5614,26,999,5.62,5280,29,1041,5.07
715,1999,NYG,7,.438,-59,5127,4981,350,16,7,9,0,.438,299,358,-59,350,602,252,58.1,3719,17,20,2.8,3.3,73.9,42,296,6.52,6.2,5.77,5.25,4.91,10.6,5127,32,1075,4.77,4981,24,990,5.03
716,1998,KAN,7,.438,-36,4808,4854,305,16,7,9,0,.438,327,363,-36,305,543,238,56.2,3260,15,18,2.8,3.3,70.9,36,212,6.22,6.0,5.63,5.06,4.75,10.7,4808,32,1012,4.75,4854,33,1010,4.81
717,1998,PIT,7,.438,-40,4586,4963,274,16,7,9,0,.438,263,303,-40,274,489,215,56.0,2552,13,20,2.7,4.1,64.3,35,229,6.68,5.2,4.87,3.91,3.65,9.3,4586,32,1014,4.52,4963,29,1002,4.95
718,1997,ATL,7,.438,-41,4716,5106,273,16,7,9,0,.438,320,361,-41,273,484,211,56.4,3073,26,11,5.4,2.3,87.2,54,372,10.04,6.3,5.71,6.40,5.76,11.3,4716,24,980,4.81,5106,28,960,5.32
719,1997,CAR,7,.438,-49,4615,4980,289,16,7,9,0,.438,265,314,-49,289,534,245,54.1,2845,17,24,3.2,4.5,63.7,44,311,7.61,5.3,4.92,3.94,3.64,9.8,4615,39,1019,4.53,4980,22,1023,4.87
720,1997,CIN,7,.438,-50,5282,5682,302,16,7,9,0,.438,355,405,-50,302,504,202,59.9,3316,21,9,4.2,1.8,88.3,46,287,8.36,6.6,6.03,6.61,6.06,11.0,5282,22,1002,5.27,5682,23,1091,5.21
721,1996,CHI,7,.438,-22,4905,4884,318,16,7,9,0,.438,283,305,-22,318,551,233,57.7,3185,19,18,3.4,3.3,73.4,23,165,4.01,5.8,5.55,5.00,4.80,10.0,4905,27,1046,4.69,4884,28,981,4.98
722,1996,ARI,7,.438,-97,5190,5361,336,16,7,9,0,.438,300,397,-97,336,613,277,54.8,3688,23,21,3.8,3.4,72.6,36,229,5.55,6.0,5.68,5.23,4.94,11.0,5190,35,1050,4.94,5361,25,1062,5.05
723,1996,OAK,7,.438,47,5252,4697,311,16,7,9,0,.438,340,293,47,311,533,222,58.3,3078,28,19,5.3,3.6,79.4,45,249,7.79,5.8,5.33,5.22,4.81,9.9,5252,31,1034,5.08,4697,26,1010,4.65
724,1996,SEA,7,.438,-59,5024,5437,261,16,7,9,0,.438,317,376,-59,261,494,233,52.8,3027,14,17,2.8,3.4,68.3,38,189,7.14,6.1,5.69,5.15,4.78,11.6,5024,29,974,5.16,5437,32,1066,5.10
725,1995,CAR,7,.438,-36,4619,5027,263,16,7,9,0,.438,289,325,-36,263,537,274,49.0,3046,16,25,3.0,4.7,59.1,38,258,6.61,5.7,5.30,4.17,3.90,11.6,4619,41,1029,4.49,5027,37,1072,4.69
726,1995,CIN,7,.438,-25,5192,6349,334,16,7,9,0,.438,349,374,-25,334,586,252,57.0,3753,29,18,4.9,3.1,81.1,25,162,4.09,6.4,6.14,6.01,5.77,11.2,5192,32,975,5.33,6349,24,1127,5.63
727,1995,NOR,7,.438,-29,5178,5561,349,16,7,9,0,.438,319,348,-29,349,573,224,60.9,3788,26,14,4.5,2.4,86.9,28,214,4.66,6.6,6.30,6.42,6.12,10.9,5178,25,984,5.26,5561,29,1056,5.27
728,1995,HOU,7,.438,24,4905,4651,314,16,7,9,0,.438,348,324,24,314,536,222,58.6,3241,22,18,4.1,3.4,77.9,32,271,5.63,6.0,5.71,5.36,5.05,10.3,4905,38,1046,4.69,4651,38,983,4.73
729,1995,STL,7,.438,-109,5236,5118,366,16,7,9,0,.438,309,418,-109,366,632,266,57.9,3805,27,23,4.3,3.6,76.5,43,308,6.37,6.0,5.64,5.24,4.90,10.4,5236,39,1067,4.91,5118,36,980,5.22
730,1995,TAM,7,.438,-97,4542,5712,267,16,7,9,0,.438,238,335,-97,267,507,240,52.7,2955,5,20,1.0,3.9,60.3,56,386,9.95,5.8,5.25,4.25,3.83,11.1,4542,34,961,4.73,5712,30,1031,5.54
731,1994,ATL,7,.438,-68,5361,5829,374,16,7,9,0,.438,317,385,-68,374,629,255,59.5,4112,25,25,4.0,4.0,77.1,37,232,5.56,6.5,6.17,5.54,5.24,11.0,5361,36,996,5.38,5829,33,1038,5.62
732,1994,BUF,7,.438,-16,5244,5175,342,16,7,9,0,.438,340,356,-16,342,542,200,63.1,3413,23,21,4.2,3.9,81.2,41,301,7.03,6.3,5.85,5.40,5.02,10.0,5244,34,1066,4.92,5175,28,1007,5.14
733,1994,DEN,7,.438,-49,5487,5907,388,16,7,9,0,.438,347,396,-49,388,626,238,62.0,4017,18,13,2.9,2.1,83.8,55,366,8.08,6.4,5.90,6.06,5.57,10.4,5487,31,1112,4.93,5907,26,1023,5.77
734,1994,NOR,7,.438,-59,5182,5569,366,16,7,9,0,.438,348,407,-59,366,569,203,64.3,3846,22,18,3.9,3.2,84.9,24,181,4.05,6.8,6.49,6.11,5.86,10.5,5182,32,966,5.36,5569,31,1053,5.29
735,1994,PHI,7,.438,0,5125,4710,316,16,7,9,0,.438,308,308,0,316,566,250,55.8,3364,18,14,3.2,2.5,76.4,48,372,7.82,5.9,5.48,5.47,5.04,10.6,5125,26,1046,4.90,4710,35,981,4.80
736,1993,CHI,7,.438,4,3717,4653,230,16,7,9,0,.438,234,230,4,230,388,158,59.3,2040,7,16,1.8,4.1,64.7,48,230,11.01,5.3,4.68,3.76,3.35,8.9,3717,30,913,4.07,4653,30,1026,4.54
737,1993,CLE,7,.438,-3,4740,4778,262,16,7,9,0,.438,304,307,-3,262,478,216,54.8,3039,23,19,4.8,4.0,76.2,45,289,8.60,6.4,5.81,5.53,5.06,11.6,4740,36,948,5.00,4778,22,1040,4.59
738,1993,PHO,7,.438,57,5213,5167,310,16,7,9,0,.438,326,269,57,310,522,212,59.4,3404,21,20,4.0,3.8,78.0,33,231,5.95,6.5,6.13,5.60,5.27,11.0,5213,31,1007,5.18,5167,26,962,5.37
739,1992,CLE,7,.438,-3,4492,4757,238,16,7,9,0,.438,272,275,-3,238,398,160,59.8,2885,18,16,4.5,4.0,82.7,34,217,7.87,7.2,6.68,6.34,5.84,12.1,4492,28,883,5.09,4757,33,963,4.94
740,1992,RAI,7,.438,-32,4384,4516,233,16,7,9,0,.438,249,281,-32,233,471,238,49.5,2590,20,23,4.2,4.9,63.2,48,360,9.25,5.5,4.99,4.15,3.77,11.1,4384,38,953,4.60,4516,19,974,4.64
741,1991,PIT,7,.438,-52,4581,5168,259,16,7,9,0,.438,292,344,-52,259,476,217,54.4,2954,20,16,4.2,3.4,76.4,45,359,8.64,6.2,5.67,5.53,5.06,11.4,4581,30,915,5.01,5168,30,1039,4.97
742,1991,SEA,7,.438,15,4534,4703,290,16,7,9,0,.438,276,261,15,290,488,198,59.4,3108,15,26,3.1,5.3,68.4,42,263,7.92,6.4,5.86,4.59,4.22,10.7,4534,43,924,4.91,4703,39,988,4.76
743,1990,IND,7,.438,-72,4155,5614,269,16,7,9,0,.438,281,353,-72,269,488,219,55.1,2873,22,21,4.5,4.3,73.3,51,424,9.46,5.9,5.33,4.85,4.39,10.7,4155,31,874,4.75,5614,24,1034,5.43
744,1990,DAL,7,.438,-64,4081,4615,254,16,7,9,0,.438,244,308,-64,254,475,221,53.5,2581,12,24,2.5,5.1,59.4,43,317,8.30,5.4,4.98,3.67,3.36,10.2,4081,33,911,4.48,4615,30,988,4.67
745,2024,SFO,6,.353,-47,6397,5396,349,17,6,11,0,.353,389,436,-47,349,533,184,65.5,4234,23,16,4.3,3.0,93.1,36,190,6.33,7.9,7.44,7.46,6.98,12.1,6397,27,1026,6.23,5396,17,1029,5.24
746,2023,NYG,6,.353,-141,4760,6149,338,17,6,11,0,.353,266,407,-141,338,518,180,65.3,2886,15,12,2.9,2.3,83.4,85,465,14.10,5.6,4.79,5.11,4.39,8.5,4760,19,1057,4.50,6149,31,1091,5.64
747,2023,TEN,6,.353,-62,4913,5697,304,17,6,11,0,.353,305,367,-62,304,494,190,61.5,3067,14,11,2.8,2.2,83.2,64,445,11.47,6.2,5.50,5.77,5.11,10.1,4913,20,1002,4.90,5697,14,1096,5.20
748,2022,LVR,6,.353,-23,5993,6216,359,17,6,11,0,.353,395,418,-23,359,586,227,61.3,3934,28,17,4.8,2.9,86.7,35,248,5.64,6.7,6.33,6.36,6.00,11.0,5993,21,1049,5.71,6216,13,1077,5.77
749,2021,CHI,6,.353,-96,5225,5384,332,17,6,11,0,.353,311,407,-96,332,542,210,61.3,3207,16,20,3.0,3.7,75.5,58,428,9.67,5.9,5.35,4.85,4.38,9.7,5225,29,1075,4.86,5384,16,1009,5.34
750,2020,DAL,6,.375,-78,5949,6183,413,16,6,10,0,.375,395,473,-78,413,639,226,64.6,4161,25,13,3.9,2.0,89.9,44,350,6.44,6.5,6.09,6.38,5.97,10.1,5949,26,1113,5.35,6183,23,1054,5.87
751,2020,NYG,6,.375,-77,4794,5589,321,16,6,10,0,.375,280,357,-77,321,517,196,62.1,3026,12,11,2.3,2.1,79.6,50,310,8.82,5.9,5.34,5.36,4.89,9.4,4794,22,966,4.96,5589,22,1046,5.34
752,2020,SFO,6,.375,-14,5922,5030,371,16,6,10,0,.375,376,390,-14,371,570,199,65.1,4033,25,17,4.4,3.0,90.1,39,287,6.40,7.1,6.62,6.61,6.19,10.9,5922,31,1046,5.66,5030,20,997,5.05
753,2019,CLE,6,.375,-58,5455,5785,318,16,6,10,0,.375,335,393,-58,318,539,221,59.0,3554,22,21,4.1,3.9,78.4,41,293,7.07,6.6,6.13,5.66,5.26,11.2,5455,28,973,5.61,5785,20,1014,5.71
754,2019,JAX,6,.375,-97,5468,6007,364,16,6,10,0,.375,300,397,-97,364,589,225,61.8,3760,24,8,4.1,1.4,90.0,42,263,6.66,6.4,5.96,6.59,6.15,10.3,5468,20,1020,5.36,6007,19,999,6.01
755,2018,BUF,6,.375,-105,4778,4706,271,16,6,10,0,.375,269,374,-105,271,499,228,54.3,2794,13,23,2.6,4.6,62.6,41,288,7.59,5.6,5.17,4.05,3.74,10.3,4778,32,1008,4.74,4706,27,968,4.86
756,2018,CIN,6,.375,-87,4972,6618,331,16,6,10,0,.375,368,455,-87,331,542,211,61.1,3290,27,13,5.0,2.4,87.0,37,279,6.39,6.1,5.68,5.99,5.60,9.9,4972,17,938,5.30,6618,18,1084,6.11
757,2018,DEN,6,.375,-20,5602,5842,367,16,6,10,0,.375,329,349,-20,367,588,221,62.4,3695,19,15,3.2,2.6,82.1,34,235,5.47,6.3,5.94,5.78,5.47,10.1,5602,21,1015,5.52,5842,28,1022,5.72
758,2018,DET,6,.375,-36,5236,5360,375,16,6,10,0,.375,324,360,-36,375,574,199,65.3,3576,22,12,3.8,2.1,88.5,41,268,6.67,6.2,5.81,6.06,5.65,9.5,5236,19,1019,5.14,5360,14,942,5.69
759,2018,GNB,6,.406,-24,5905,5670,392,16,6,9,1,.406,376,400,-24,392,640,248,61.3,4238,25,4,3.9,0.6,93.7,53,391,7.65,6.6,6.12,7.12,6.58,10.8,5905,15,1026,5.76,5670,15,1017,5.58
760,2017,MIA,6,.375,-112,4923,5371,373,16,6,10,0,.375,281,393,-112,373,602,229,62.0,3535,24,21,4.0,3.5,78.7,33,257,5.20,5.9,5.57,5.10,4.83,9.5,4923,29,995,4.95,5371,15,989,5.43
761,2017,OAK,6,.375,-72,5185,5601,347,16,6,10,0,.375,301,373,-72,347,558,211,62.2,3631,23,14,4.1,2.5,85.3,24,130,4.12,6.5,6.24,6.20,5.95,10.5,5185,28,952,5.45,5601,14,994,5.63
762,2017,SFO,6,.375,-52,5587,5625,362,16,6,10,0,.375,331,383,-52,362,607,245,59.6,3925,15,15,2.5,2.5,78.8,43,310,6.62,6.5,6.04,5.85,5.46,10.8,5587,23,1058,5.28,5625,20,1065,5.28
763,2016,CAR,6,.375,-33,5499,5756,306,16,6,10,0,.375,369,402,-33,306,563,257,54.4,3685,21,19,3.7,3.4,75.1,36,277,6.01,6.5,6.15,5.77,5.43,12.0,5499,29,1052,5.23,5756,27,1035,5.56
764,2016,CIN,6,.406,10,5711,5612,364,16,6,9,1,.406,325,315,10,364,563,199,64.7,3942,18,8,3.2,1.4,91.8,41,264,6.79,7.0,6.53,7.00,6.53,10.8,5711,17,1050,5.44,5612,20,1038,5.41
765,2015,CHI,6,.375,-62,5514,5527,334,16,6,10,0,.375,335,397,-62,334,523,189,63.9,3660,21,12,4.0,2.3,89.7,34,183,6.10,7.0,6.57,6.77,6.36,11.0,5514,21,1025,5.38,5527,17,981,5.63
766,2015,MIA,6,.375,-79,5307,6019,365,16,6,10,0,.375,310,389,-79,365,588,223,62.1,3811,24,12,4.1,2.0,88.9,45,420,7.11,6.5,6.02,6.38,5.93,10.4,5307,19,977,5.43,6019,16,1076,5.59
767,2015,NYG,6,.375,-22,5952,6725,392,16,6,10,0,.375,420,442,-22,392,623,231,62.9,4343,36,14,5.8,2.2,94.5,27,157,4.15,7.0,6.68,7.12,6.82,11.1,5952,21,1053,5.65,6725,28,1105,6.09
768,2015,TAM,6,.375,-75,6014,5446,312,16,6,10,0,.375,342,417,-75,312,535,223,58.3,3852,22,15,4.1,2.8,84.2,27,190,4.80,7.2,6.85,6.76,6.44,12.3,6014,28,1017,5.91,5446,23,1045,5.21
769,2014,ATL,6,.375,-36,6051,6372,418,16,6,10,0,.375,381,417,-36,418,632,214,66.1,4553,28,15,4.4,2.4,93.4,31,205,4.68,7.2,6.87,7.02,6.69,10.9,6051,23,1035,5.85,6372,28,1038,6.14
770,2014,NYG,6,.375,-20,5875,6012,383,16,6,10,0,.375,380,400,-20,383,607,224,63.1,4272,30,14,4.9,2.3,92.2,30,198,4.71,7.0,6.71,6.99,6.66,11.2,5875,28,1086,5.41,6012,26,1007,5.97
771,2014,STL,6,.375,-30,5035,5626,327,16,6,10,0,.375,324,354,-30,327,515,188,63.5,3400,20,16,3.9,3.1,84.9,47,295,8.36,6.6,6.05,5.98,5.48,10.4,5035,27,957,5.26,5626,25,1005,5.60
772,2013,BUF,6,.375,-49,5410,5334,299,16,6,10,0,.375,339,388,-49,299,522,223,57.3,3103,16,15,3.1,2.9,75.0,48,270,8.42,5.9,5.44,5.26,4.82,10.4,5410,27,1116,4.85,5334,30,1089,4.90
773,2012,BUF,6,.375,-91,5486,5806,309,16,6,10,0,.375,344,435,-91,309,511,202,60.5,3269,24,17,4.7,3.3,82.2,30,161,5.55,6.4,6.04,5.84,5.52,10.6,5486,34,983,5.58,5806,21,1042,5.57
774,2012,NYJ,6,.375,-94,4787,5174,272,16,6,10,0,.375,281,375,-94,272,493,221,55.2,2891,14,19,2.8,3.9,68.3,47,287,8.70,5.9,5.35,4.70,4.29,10.6,4787,37,1034,4.63,5174,23,1019,5.08
775,2012,TEN,6,.375,-141,5010,5999,318,16,6,10,0,.375,330,471,-141,318,540,222,58.9,3323,17,16,3.1,3.0,76.9,39,254,6.74,6.2,5.74,5.45,5.08,10.4,5010,28,957,5.24,5999,24,1086,5.52
